country,date,total_cases,new_cases,total_deaths,new_deaths,total_recovered,new_recovered,active_cases,critical_cases
Colombia,2023-02-09,20170,482,450,13,8357,30,11363,341
Colombia,2023-02-10,20763,593,473,23,8776,419,11514,24
Colombia,2023-02-11,20797,34,473,0,8799,23,11525,441
Colombia,2023-02-12,21155,358,482,9,8951,152,11722,517
Colombia,2023-02-13,21395,240,482,0,9104,153,11809,452
Colombia,2023-02-14,22145,750,482,0,9419,315,12244,206
Colombia,2023-02-15,22218,73,482,0,9466,47,12270,28
Colombia,2023-02-16,22617,399,484,2,9502,36,12631,171
Colombia,2023-02-17,22658,41,485,1,9530,28,12643,382
Colombia,2023-02-18,22840,182,489,4,9648,118,12703,415
Colombia,2023-02-19,22926,86,490,1,9671,23,12765,124
Colombia,2023-02-20,23762,836,490,0,9869,198,13403,68
Colombia,2023-02-21,23965,203,490,0,9999,130,13476,506
Colombia,2023-02-22,24679,714,490,0,10427,428,13762,52
Colombia,2023-02-23,24888,209,494,4,10532,105,13862,687
Colombia,2023-02-24,25597,709,498,4,10735,203,14364,39
Colombia,2023-02-25,25818,221,508,10,10895,160,14415,175
Colombia,2023-02-26,26492,674,518,10,11321,426,14653,558
Colombia,2023-02-27,27491,999,533,15,11942,621,15016,730
Colombia,2023-02-28,28108,617,541,8,12050,108,15517,368
Colombia,2023-03-01,28956,848,569,28,12498,448,15889,575
Colombia,2023-03-02,29000,44,570,1,12500,2,15930,534
Colombia,2023-03-03,29380,380,582,12,12722,222,16076,391
Colombia,2023-03-04,29591,211,585,3,12775,53,16231,501
Colombia,2023-03-05,29909,318,598,13,12987,212,16324,520
Colombia,2023-03-06,30879,970,639,41,13161,174,17079,715
Colombia,2023-03-07,31132,253,647,8,13278,117,17207,311
Colombia,2023-03-08,32113,981,651,4,13581,303,17881,519
Colombia,2023-03-09,32361,248,659,8,13666,85,18036,86
Colombia,2023-03-10,32687,326,662,3,13837,171,18188,326
Colombia,2023-03-11,33039,352,667,5,14114,277,18258,756
Colombia,2023-03-12,33178,139,670,3,14181,67,18327,736
Colombia,2023-03-13,34103,925,691,21,14390,209,19022,325
Colombia,2023-03-14,34854,751,718,27,14647,257,19489,673
Colombia,2023-03-15,35278,424,729,11,14750,103,19799,761
Colombia,2023-03-16,35961,683,759,30,15216,466,19986,438
Colombia,2023-03-17,36936,975,804,45,15448,232,20684,132
Colombia,2023-03-18,37632,696,824,20,15501,53,21307,706
Colombia,2023-03-19,38036,404,837,13,15800,299,21399,749
Colombia,2023-03-20,38739,703,852,15,16153,353,21734,280
Colombia,2023-03-21,39083,344,860,8,16244,91,21979,643
Colombia,2023-03-22,39486,403,872,12,16358,114,22256,393
Colombia,2023-03-23,40189,703,900,28,16731,373,22558,622
Colombia,2023-03-24,40589,400,918,18,17026,295,22645,35
Colombia,2023-03-25,41463,874,946,28,17655,629,22862,1105
Colombia,2023-03-26,41500,37,946,0,17656,1,22898,465
Colombia,2023-03-27,41786,286,948,2,17772,116,23066,1027
Colombia,2023-03-28,42203,417,959,11,17773,1,23471,354
Colombia,2023-03-29,42643,440,976,17,17876,103,23791,808
Colombia,2023-03-30,42725,82,977,1,17930,54,23818,981
Colombia,2023-03-31,43412,687,1005,28,18326,396,24081,207
Mexico,2023-01-01,924,924,25,25,251,251,648,18
Mexico,2023-01-02,977,53,25,0,278,27,674,13
Mexico,2023-01-03,1650,673,39,14,651,373,960,8
Mexico,2023-01-04,1846,196,45,6,736,85,1065,45
Mexico,2023-01-05,2322,476,67,22,1006,270,1249,0
Mexico,2023-01-06,2756,434,72,5,1188,182,1496,50
Mexico,2023-01-07,3661,905,105,33,1432,244,2124,40
Mexico,2023-01-08,4341,680,112,7,1617,185,2612,17
Mexico,2023-01-09,4979,638,122,10,1916,299,2941,125
Mexico,2023-01-10,5766,787,151,29,2306,390,3309,5
Mexico,2023-01-11,5962,196,153,2,2377,71,3432,168
Mexico,2023-01-12,6754,792,176,23,2755,378,3823,150
Mexico,2023-01-13,7307,553,182,6,2875,120,4250,206
Mexico,2023-01-14,7870,563,189,7,2899,24,4782,31
Mexico,2023-01-15,8530,660,207,18,3379,480,4944,212
Mexico,2023-01-16,8618,88,207,0,3423,44,4988,100
Mexico,2023-01-17,9084,466,229,22,3601,178,5254,78
Mexico,2023-01-18,9603,519,240,11,3792,191,5571,202
Mexico,2023-01-19,10556,953,278,38,3961,169,6317,34
Mexico,2023-01-20,10765,209,282,4,4031,70,6452,131
Mexico,2023-01-21,11701,936,309,27,4710,679,6682,213
Mexico,2023-01-22,12494,793,309,0,4817,107,7368,43
Mexico,2023-01-23,13171,677,334,25,5316,499,7521,196
Mexico,2023-01-24,13863,692,341,7,5409,93,8113,1
Mexico,2023-01-25,13886,23,341,0,5414,5,8131,80
Mexico,2023-01-26,14237,351,357,16,5606,192,8274,353
Mexico,2023-01-27,15036,799,363,6,5658,52,9015,64
Mexico,2023-01-28,15812,776,387,24,5728,70,9697,331
Mexico,2023-01-29,16776,964,424,37,6231,503,10121,25
Mexico,2023-01-30,17211,435,434,10,6364,133,10413,12
Mexico,2023-01-31,17995,784,439,5,6377,13,11179,362
Mexico,2023-02-01,18290,295,439,0,6529,152,11322,216
Mexico,2023-02-02,19278,988,463,24,7296,767,11519,94
Mexico,2023-02-03,19911,633,483,20,7662,366,11766,494
Mexico,2023-02-04,20906,995,505,22,8310,648,12091,515
Mexico,2023-02-05,21518,612,525,20,8516,206,12477,465
Mexico,2023-02-06,22473,955,544,19,8860,344,13069,88
Mexico,2023-02-07,22572,99,546,2,8925,65,13101,204
Mexico,2023-02-08,22912,340,553,7,9011,86,13348,207
Mexico,2023-02-09,22944,32,553,0,9012,1,13379,333
Mexico,2023-02-10,23585,641,556,3,9435,423,13594,248
Mexico,2023-02-11,24031,446,560,4,9718,283,13753,610
Mexico,2023-02-12,24396,365,566,6,9958,240,13872,114
Mexico,2023-02-13,24907,511,575,9,10111,153,14221,448
Mexico,2023-02-14,25690,783,591,16,10620,509,14479,612
Mexico,2023-02-15,25697,7,591,0,10621,1,14485,296
Mexico,2023-02-16,26247,550,604,13,10658,37,14985,625
Mexico,2023-02-17,26860,613,608,4,10884,226,15368,250
Mexico,2023-02-18,27165,305,622,14,11109,225,15434,475
Mexico,2023-02-19,27492,327,635,13,11326,217,15531,421
Mexico,2023-02-20,28419,927,671,36,11576,250,16172,309
Mexico,2023-02-21,29034,615,679,8,11850,274,16505,25
Mexico,2023-02-22,29457,423,681,2,12028,178,16748,209
Mexico,2023-02-23,30073,616,688,7,12125,97,17260,3
Mexico,2023-02-24,30099,26,688,0,12140,15,17271,191
Mexico,2023-02-25,30354,255,689,1,12255,115,17410,441
Mexico,2023-02-26,30419,65,691,2,12273,18,17455,327
Mexico,2023-02-27,31102,683,696,5,12697,424,17709,613
Mexico,2023-02-28,31761,659,698,2,12910,213,18153,88
Mexico,2023-03-01,32367,606,699,1,13038,128,18630,216
Mexico,2023-03-02,32732,365,714,15,13042,4,18976,64
Mexico,2023-03-03,33152,420,732,18,13225,183,19195,468
Mexico,2023-03-04,33988,836,737,5,13687,462,19564,22
Mexico,2023-03-05,34963,975,756,19,14004,317,20203,167
Mexico,2023-03-06,35763,800,786,30,14344,340,20633,404
Mexico,2023-03-07,36205,442,791,5,14688,344,20726,917
Mexico,2023-03-08,36457,252,797,6,14881,193,20779,525
Mexico,2023-03-09,37304,847,818,21,15102,221,21384,1033
Mexico,2023-03-10,37870,566,842,24,15285,183,21743,484
Mexico,2023-03-11,38504,634,865,23,15469,184,22170,276
Mexico,2023-03-12,38925,421,879,14,15765,296,22281,579
Mexico,2023-03-13,39218,293,882,3,15977,212,22359,934
Mexico,2023-03-14,39952,734,915,33,16066,89,22971,22
Mexico,2023-03-15,40437,485,917,2,16123,57,23397,494
Mexico,2023-03-16,40680,243,922,5,16181,58,23577,1144
Mexico,2023-03-17,40836,156,926,4,16280,99,23630,815
Mexico,2023-03-18,41125,289,935,9,16398,118,23792,458
Mexico,2023-03-19,41356,231,943,8,16405,7,24008,167
Mexico,2023-03-20,41781,425,963,20,16694,289,24124,120
Mexico,2023-03-21,42033,252,973,10,16770,76,24290,736
Mexico,2023-03-22,43017,984,978,5,17173,403,24866,401
Mexico,2023-03-23,43488,471,992,14,17231,58,25265,996
Mexico,2023-03-24,44164,676,1004,12,17652,421,25508,118
Mexico,2023-03-25,44572,408,1017,13,17832,180,25723,890
Mexico,2023-03-26,45272,700,1024,7,17855,23,26393,788
Mexico,2023-03-27,45341,69,1024,0,17902,47,26415,1221
Mexico,2023-03-28,45622,281,1025,1,18114,212,26483,576
Mexico,2023-03-29,45783,161,1028,3,18187,73,26568,258
Mexico,2023-03-30,46311,528,1051,23,18504,317,26756,1049
Mexico,2023-03-31,46433,122,1053,2,18584,80,26796,913
Peru,2023-01-01,40,40,0,0,17,17,23,0
Peru,2023-01-02,546,506,17,17,246,229,283,9
Peru,2023-01-03,968,422,29,12,444,198,495,15
Peru,2023-01-04,1248,280,30,1,650,206,568,5
Peru,2023-01-05,1257,9,30,0,655,5,572,6
Peru,2023-01-06,2164,907,55,25,738,83,1371,61
Peru,2023-01-07,2542,378,71,16,747,9,1724,42
Peru,2023-01-08,2967,425,80,9,773,26,2114,42
Peru,2023-01-09,3029,62,80,0,803,30,2146,86
Peru,2023-01-10,3314,285,80,0,997,194,2237,22
Peru,2023-01-11,3489,175,80,0,1115,118,2294,14
Peru,2023-01-12,4003,514,83,3,1148,33,2772,42
Peru,2023-01-13,4295,292,83,0,1300,152,2912,50
Peru,2023-01-14,4589,294,90,7,1312,12,3187,125
Peru,2023-01-15,4860,271,100,10,1463,151,3297,16
Peru,2023-01-16,5198,338,113,13,1624,161,3461,131
Peru,2023-01-17,5768,570,119,6,1695,71,3954,57
Peru,2023-01-18,6428,660,143,24,2205,510,4080,60
Peru,2023-01-19,6950,522,162,19,2559,354,4229,0
Peru,2023-01-20,7020,70,163,1,2597,38,4260,25
Peru,2023-01-21,7111,91,166,3,2666,69,4279,105
Peru,2023-01-22,7134,23,166,0,2679,13,4289,21
Peru,2023-01-23,7659,525,168,2,2848,169,4643,129
Peru,2023-01-24,7717,58,169,1,2848,0,4700,185
Peru,2023-01-25,8611,894,183,14,3204,356,5224,135
Peru,2023-01-26,9427,816,192,9,3312,108,5923,49
Peru,2023-01-27,9943,516,208,16,3456,144,6279,249
Peru,2023-01-28,10774,831,224,16,3907,451,6643,182
Peru,2023-01-29,11032,258,224,0,4092,185,6716,326
Peru,2023-01-30,12013,981,252,28,4759,667,7002,177
Peru,2023-01-31,12907,894,256,4,4976,217,7675,222
Peru,2023-02-01,13238,331,266,10,5170,194,7802,331
Peru,2023-02-02,13826,588,286,20,5307,137,8233,250
Peru,2023-02-03,13861,35,286,0,5326,19,8249,134
Peru,2023-02-04,14371,510,296,10,5502,176,8573,217
Peru,2023-02-05,14984,613,311,15,5528,26,9145,325
Peru,2023-02-06,15194,210,311,0,5692,164,9191,32
Peru,2023-02-07,15231,37,311,0,5710,18,9210,77
Peru,2023-02-08,15954,723,313,2,5949,239,9692,249
Peru,2023-02-09,16122,168,314,1,6077,128,9731,166
Peru,2023-02-10,16442,320,323,9,6139,62,9980,433
Peru,2023-02-11,16957,515,328,5,6476,337,10153,252
Peru,2023-02-12,17231,274,339,11,6540,64,10352,294
Peru,2023-02-13,17339,108,340,1,6557,17,10442,447
Peru,2023-02-14,17729,390,355,15,6867,310,10507,423
Peru,2023-02-15,18113,384,360,5,6903,36,10850,135
Peru,2023-02-16,18670,557,371,11,7035,132,11264,550
Peru,2023-02-17,19562,892,411,40,7709,674,11442,412
Peru,2023-02-18,20558,996,443,32,7973,264,12142,50
Peru,2023-02-19,20966,408,459,16,8058,85,12449,266
Peru,2023-02-20,21126,160,459,0,8117,59,12550,485
Peru,2023-02-21,21580,454,469,10,8336,219,12775,45
Peru,2023-02-22,22565,985,489,20,8804,468,13272,162
Peru,2023-02-23,22825,260,489,0,9010,206,13326,536
Peru,2023-02-24,23530,705,502,13,9238,228,13790,481
Peru,2023-02-25,23734,204,502,0,9295,57,13937,517
Peru,2023-02-26,24727,993,533,31,9303,8,14891,33
Peru,2023-02-27,25037,310,533,0,9463,160,15041,479
Peru,2023-02-28,25807,770,560,27,9550,87,15697,741
Peru,2023-03-01,25852,45,560,0,9550,0,15742,647
Peru,2023-03-02,26325,473,561,1,9649,99,16115,318
Peru,2023-03-03,26419,94,563,2,9670,21,16186,343
Peru,2023-03-04,27332,913,568,5,10015,345,16749,149
Peru,2023-03-05,28031,699,574,6,10037,22,17420,535
Peru,2023-03-06,28116,85,574,0,10059,22,17483,60
Peru,2023-03-07,29022,906,588,14,10244,185,18190,41
Peru,2023-03-08,29603,581,595,7,10489,245,18519,883
Peru,2023-03-09,30061,458,614,19,10663,174,18784,628
Peru,2023-03-10,30205,144,615,1,10746,83,18844,334
Peru,2023-03-11,30726,521,627,12,11065,319,19034,444
Peru,2023-03-12,30889,163,630,3,11121,56,19138,371
Peru,2023-03-13,31249,360,643,13,11310,189,19296,729
Peru,2023-03-14,31549,300,647,4,11324,14,19578,496
Peru,2023-03-15,31690,141,649,2,11330,6,19711,363
Peru,2023-03-16,31942,252,657,8,11381,51,19904,782
Peru,2023-03-17,32564,622,685,28,11538,157,20341,223
Peru,2023-03-18,32658,94,685,0,11604,66,20369,56
Peru,2023-03-19,32993,335,693,8,11774,170,20526,216
Peru,2023-03-20,33254,261,701,8,11913,139,20640,588
Peru,2023-03-21,33440,186,701,0,12011,98,20728,576
Peru,2023-03-22,34072,632,726,25,12155,144,21191,644
Peru,2023-03-23,34428,356,729,3,12377,222,21322,724
Peru,2023-03-24,34860,432,742,13,12648,271,21470,229
Peru,2023-03-25,35093,233,747,5,12739,91,21607,183
Peru,2023-03-26,35280,187,754,7,12864,125,21662,673
Peru,2023-03-27,35547,267,765,11,12898,34,21884,391
Peru,2023-03-28,35955,408,766,1,12997,99,22192,366
Peru,2023-03-29,36251,296,773,7,13062,65,22416,911
Peru,2023-03-30,36394,143,774,1,13139,77,22481,180
Peru,2023-03-31,37040,646,788,14,13554,415,22698,390
South Africa,2023-01-01,545,545,26,26,250,250,269,10
South Africa,2023-01-02,596,51,26,0,281,31,289,7
South Africa,2023-01-03,1285,689,27,1,542,261,716,27
South Africa,2023-01-04,2219,934,72,45,1205,663,942,12
South Africa,2023-01-05,2868,649,101,29,1362,157,1405,13
South Africa,2023-01-06,3467,599,125,24,1499,137,1843,68
South Africa,2023-01-07,3888,421,136,11,1687,188,2065,24
South Africa,2023-01-08,4501,613,144,8,2175,488,2182,52
South Africa,2023-01-09,5066,565,146,2,2605,430,2315,33
South Africa,2023-01-10,5719,653,147,1,3060,455,2512,12
South Africa,2023-01-11,5920,201,154,7,3108,48,2658,35
South Africa,2023-01-12,5954,34,154,0,3134,26,2666,129
South Africa,2023-01-13,6611,657,165,11,3573,439,2873,9
South Africa,2023-01-14,7050,439,181,16,3896,323,2973,47
South Africa,2023-01-15,7774,724,205,24,4121,225,3448,58
South Africa,2023-01-16,8754,980,226,21,4869,748,3659,12
South Africa,2023-01-17,8780,26,226,0,4871,2,3683,22
South Africa,2023-01-18,9338,558,245,19,5120,249,3973,18
South Africa,2023-01-19,9372,34,245,0,5123,3,4004,0
South Africa,2023-01-20,10039,667,267,22,5623,500,4149,131
South Africa,2023-01-21,10803,764,299,32,5634,11,4870,112
South Africa,2023-01-22,11531,728,327,28,5930,296,5274,201
South Africa,2023-01-23,12301,770,341,14,6501,571,5459,266
South Africa,2023-01-24,12689,388,350,9,6628,127,5711,90
South Africa,2023-01-25,13308,619,379,29,6892,264,6037,293
South Africa,2023-01-26,13534,226,385,6,6994,102,6155,240
South Africa,2023-01-27,13976,442,402,17,7239,245,6335,275
South Africa,2023-01-28,14779,803,438,36,7875,636,6466,305
South Africa,2023-01-29,15437,658,442,4,8347,472,6648,305
South Africa,2023-01-30,16427,990,455,13,8782,435,7190,104
South Africa,2023-01-31,17142,715,489,34,9055,273,7598,198
South Africa,2023-02-01,17678,536,491,2,9258,203,7929,46
South Africa,2023-02-02,17846,168,492,1,9267,9,8087,363
South Africa,2023-02-03,18128,282,496,4,9452,185,8180,106
South Africa,2023-02-04,18450,322,500,4,9587,135,8363,31
South Africa,2023-02-05,18546,96,500,0,9614,27,8432,152
South Africa,2023-02-06,19369,823,508,8,10170,556,8691,309
South Africa,2023-02-07,20099,730,535,27,10396,226,9168,43
South Africa,2023-02-08,21071,972,582,47,10916,520,9573,168
South Africa,2023-02-09,21703,632,595,13,11204,288,9904,448
South Africa,2023-02-10,22424,721,607,12,11732,528,10085,117
South Africa,2023-02-11,23184,760,618,11,12323,591,10243,220
South Africa,2023-02-12,23747,563,618,0,12689,366,10440,60
South Africa,2023-02-13,24277,530,635,17,12842,153,10800,97
South Africa,2023-02-14,24363,86,636,1,12877,35,10850,314
South Africa,2023-02-15,24974,611,651,15,13338,461,10985,488
South Africa,2023-02-16,25077,103,654,3,13346,8,11077,121
South Africa,2023-02-17,25103,26,654,0,13354,8,11095,95
South Africa,2023-02-18,26089,986,691,37,13373,19,12025,439
South Africa,2023-02-19,26341,252,697,6,13552,179,12092,293
South Africa,2023-02-20,26992,651,712,15,13861,309,12419,132
South Africa,2023-02-21,27475,483,730,18,13886,25,12859,378
South Africa,2023-02-22,28063,588,730,0,14238,352,13095,425
South Africa,2023-02-23,28423,360,733,3,14453,215,13237,212
South Africa,2023-02-24,29314,891,741,8,14491,38,14082,470
South Africa,2023-02-25,29545,231,743,2,14634,143,14168,511
South Africa,2023-02-26,30445,900,754,11,14916,282,14775,75
South Africa,2023-02-27,31239,794,766,12,15241,325,15232,57
South Africa,2023-02-28,31725,486,779,13,15519,278,15427,763
South Africa,2023-03-01,31976,251,787,8,15580,61,15609,602
South Africa,2023-03-02,32550,574,792,5,15918,338,15840,366
South Africa,2023-03-03,32770,220,795,3,15941,23,16034,435
South Africa,2023-03-04,33287,517,796,1,16070,129,16421,63
South Africa,2023-03-05,33767,480,816,20,16259,189,16692,495
South Africa,2023-03-06,34114,347,826,10,16463,204,16825,287
South Africa,2023-03-07,34351,237,836,10,16594,131,16921,243
South Africa,2023-03-08,34947,596,846,10,16773,179,17328,73
South Africa,2023-03-09,35912,965,859,13,17089,316,17964,616
South Africa,2023-03-10,36761,849,884,25,17537,448,18340,758
South Africa,2023-03-11,37479,718,898,14,17752,215,18829,271
South Africa,2023-03-12,37996,517,920,22,17752,0,19324,743
South Africa,2023-03-13,38707,711,937,17,17810,58,19960,541
South Africa,2023-03-14,39634,927,952,15,18525,715,20157,1003
South Africa,2023-03-15,40049,415,970,18,18632,107,20447,102
South Africa,2023-03-16,40519,470,977,7,18876,244,20666,689
South Africa,2023-03-17,40711,192,978,1,18926,50,20807,570
South Africa,2023-03-18,41685,974,996,18,19095,169,21594,228
South Africa,2023-03-19,41856,171,997,1,19170,75,21689,215
South Africa,2023-03-20,42491,635,1021,24,19220,50,22250,117
South Africa,2023-03-21,43086,595,1023,2,19248,28,22815,1062
South Africa,2023-03-22,43334,248,1034,11,19345,97,22955,13
South Africa,2023-03-23,43635,301,1035,1,19355,10,23245,855
South Africa,2023-03-24,44528,893,1048,13,19726,371,23754,494
South Africa,2023-03-25,45326,798,1048,0,20089,363,24189,323
South Africa,2023-03-26,45964,638,1062,14,20217,128,24685,392
South Africa,2023-03-27,46287,323,1073,11,20237,20,24977,769
South Africa,2023-03-28,46997,710,1077,4,20407,170,25513,355
South Africa,2023-03-29,47121,124,1080,3,20459,52,25582,866
South Africa,2023-03-30,47624,503,1083,3,20828,369,25713,490
South Africa,2023-03-31,47816,192,1089,6,20861,33,25866,285
Iran,2023-01-01,341,341,14,14,86,86,241,11
Iran,2023-01-02,536,195,15,1,180,94,341,7
Iran,2023-01-03,966,430,26,11,212,32,728,25
Iran,2023-01-04,1807,841,63,37,576,364,1168,17
Iran,2023-01-05,2470,663,83,20,1029,453,1358,20
Iran,2023-01-06,3244,774,91,8,1630,601,1523,71
Iran,2023-01-07,3701,457,97,6,1851,221,1753,69
Iran,2023-01-08,4633,932,126,29,1954,103,2553,19
Iran,2023-01-09,5192,559,148,22,2021,67,3023,135
Iran,2023-01-10,5760,568,168,20,2349,328,3243,146
Iran,2023-01-11,6166,406,182,14,2644,295,3340,56
Iran,2023-01-12,6328,162,186,4,2742,98,3400,141
Iran,2023-01-13,6868,540,210,24,2801,59,3857,13
Iran,2023-01-14,7285,417,223,13,2926,125,4136,74
Iran,2023-01-15,7791,506,246,23,3139,213,4406,91
Iran,2023-01-16,8284,493,269,23,3224,85,4791,223
Iran,2023-01-17,8770,486,287,18,3315,91,5168,253
Iran,2023-01-18,9244,474,294,7,3591,276,5359,197
Iran,2023-01-19,10049,805,316,22,3609,18,6124,287
Iran,2023-01-20,10541,492,329,13,3739,130,6473,149
Iran,2023-01-21,11327,786,345,16,4350,611,6632,268
Iran,2023-01-22,12167,840,371,26,4449,99,7347,31
Iran,2023-01-23,12403,236,372,1,4512,63,7519,107
Iran,2023-01-24,13218,815,372,0,4548,36,8298,33
Iran,2023-01-25,13317,99,373,1,4574,26,8370,302
Iran,2023-01-26,13335,18,373,0,4582,8,8380,344
Iran,2023-01-27,13797,462,391,18,4623,41,8783,275
Iran,2023-01-28,14567,770,420,29,5072,449,9075,277
Iran,2023-01-29,15453,886,437,17,5575,503,9441,345
Iran,2023-01-30,15531,78,438,1,5597,22,9496,207
Iran,2023-01-31,16285,754,456,18,5992,395,9837,310
Iran,2023-02-01,16565,280,461,5,5998,6,10106,61
Iran,2023-02-02,16606,41,461,0,6009,11,10136,175
Iran,2023-02-03,17002,396,473,12,6310,301,10219,37
Iran,2023-02-04,17340,338,482,9,6510,200,10348,309
Iran,2023-02-05,17892,552,490,8,6766,256,10636,288
Iran,2023-02-06,18288,396,508,18,7037,271,10743,446
Iran,2023-02-07,18342,54,508,0,7054,17,10780,343
Iran,2023-02-08,18351,9,508,0,7059,5,10784,482
Iran,2023-02-09,18831,480,517,9,7129,70,11185,475
Iran,2023-02-10,19506,675,536,19,7450,321,11520,289
Iran,2023-02-11,20119,613,537,1,7867,417,11715,131
Iran,2023-02-12,20973,854,574,37,7989,122,12410,515
Iran,2023-02-13,21306,333,576,2,8019,30,12711,153
Iran,2023-02-14,22058,752,585,9,8527,508,12946,318
Iran,2023-02-15,22154,96,586,1,8602,75,12966,184
Iran,2023-02-16,23043,889,588,2,8698,96,13757,92
Iran,2023-02-17,23655,612,612,24,8772,74,14271,355
Iran,2023-02-18,23940,285,625,13,8813,41,14502,703
Iran,2023-02-19,24097,157,626,1,8848,35,14623,208
Iran,2023-02-20,24181,84,627,1,8851,3,14703,351
Iran,2023-02-21,24418,237,631,4,8939,88,14848,702
Iran,2023-02-22,24955,537,656,25,9232,293,15067,714
Iran,2023-02-23,25179,224,659,3,9359,127,15161,703
Iran,2023-02-24,25904,725,672,13,9455,96,15777,618
Iran,2023-02-25,25909,5,672,0,9456,1,15781,168
Iran,2023-02-26,26050,141,675,3,9490,34,15885,384
Iran,2023-02-27,26617,567,700,25,9534,44,16383,743
Iran,2023-02-28,26793,176,707,7,9585,51,16501,529
Iran,2023-03-01,27145,352,707,0,9852,267,16586,426
Iran,2023-03-02,27855,710,725,18,9903,51,17227,436
Iran,2023-03-03,28692,837,742,17,10169,266,17781,204
Iran,2023-03-04,28733,41,743,1,10200,31,17790,259
Iran,2023-03-05,29477,744,777,34,10626,426,18074,862
Iran,2023-03-06,30123,646,777,0,10630,4,18716,644
Iran,2023-03-07,30698,575,789,12,11078,448,18831,483
Iran,2023-03-08,31040,342,796,7,11165,87,19079,305
Iran,2023-03-09,31834,794,807,11,11177,12,19850,976
Iran,2023-03-10,31836,2,807,0,11177,0,19852,91
Iran,2023-03-11,32552,716,807,0,11494,317,20251,77
Iran,2023-03-12,33063,511,812,5,11896,402,20355,931
Iran,2023-03-13,33585,522,831,19,12132,236,20622,667
Iran,2023-03-14,33850,265,831,0,12298,166,20721,780
Iran,2023-03-15,34601,751,836,5,12640,342,21125,62
Iran,2023-03-16,34613,12,836,0,12642,2,21135,59
Iran,2023-03-17,35509,896,860,24,13004,362,21645,992
Iran,2023-03-18,35641,132,860,0,13022,18,21759,813
Iran,2023-03-19,36117,476,867,7,13094,72,22156,912
Iran,2023-03-20,36715,598,877,10,13173,79,22665,276
Iran,2023-03-21,37275,560,898,21,13260,87,23117,481
Iran,2023-03-22,37597,322,898,0,13478,218,23221,139
Iran,2023-03-23,37749,152,899,1,13483,5,23367,534
Iran,2023-03-24,38059,310,902,3,13645,162,23512,140
Iran,2023-03-25,38359,300,912,10,13769,124,23678,319
Iran,2023-03-26,39301,942,945,33,14356,587,24000,814
Iran,2023-03-27,39651,350,959,14,14604,248,24088,966
Iran,2023-03-28,40514,863,993,34,14901,297,24620,149
Iran,2023-03-29,41228,714,1020,27,14982,81,25226,390
Iran,2023-03-30,42135,907,1049,29,15443,461,25643,249
Iran,2023-03-31,42142,7,1049,0,15444,1,25649,656
Turkey,2023-01-01,838,838,40,40,190,190,608,2
Turkey,2023-01-02,1360,522,49,9,603,413,708,10
Turkey,2023-01-03,1690,330,64,15,684,81,942,35
Turkey,2023-01-04,2622,932,100,36,745,61,1777,81
Turkey,2023-01-05,3503,881,121,21,1026,281,2356,47
Turkey,2023-01-06,3685,182,129,8,1137,111,2419,73
Turkey,2023-01-07,4592,907,157,28,1377,240,3058,123
Turkey,2023-01-08,5280,688,171,14,1698,321,3411,22
Turkey,2023-01-09,5472,192,179,8,1758,60,3535,126
Turkey,2023-01-10,5756,284,191,12,1943,185,3622,83
Turkey,2023-01-11,5852,96,193,2,1986,43,3673,68
Turkey,2023-01-12,6350,498,210,17,2079,93,4061,26
Turkey,2023-01-13,7079,729,228,18,2514,435,4337,84
Turkey,2023-01-14,7382,303,237,9,2555,41,4590,199
Turkey,2023-01-15,7608,226,237,0,2695,140,4676,88
Turkey,2023-01-16,7718,110,238,1,2755,60,4725,39
Turkey,2023-01-17,8019,301,239,1,2849,94,4931,227
Turkey,2023-01-18,8079,60,241,2,2888,39,4950,194
Turkey,2023-01-19,8236,157,241,0,2927,39,5068,63
Turkey,2023-01-20,8898,662,241,0,2953,26,5704,68
Turkey,2023-01-21,9399,501,252,11,3090,137,6057,70
Turkey,2023-01-22,10324,925,257,5,3603,513,6464,86
Turkey,2023-01-23,10350,26,257,0,3608,5,6485,300
Turkey,2023-01-24,10632,282,265,8,3744,136,6623,275
Turkey,2023-01-25,11621,989,276,11,3918,174,7427,277
Turkey,2023-01-26,12071,450,297,21,4039,121,7735,338
Turkey,2023-01-27,12749,678,298,1,4164,125,8287,231
Turkey,2023-01-28,13152,403,305,7,4477,313,8370,325
Turkey,2023-01-29,13708,556,318,13,4899,422,8491,207
Turkey,2023-01-30,13708,0,318,0,4899,0,8491,113
Turkey,2023-01-31,14143,435,322,4,4944,45,8877,150
Turkey,2023-02-01,14941,798,354,32,5575,631,9012,95
Turkey,2023-02-02,14986,45,354,0,5578,3,9054,188
Turkey,2023-02-03,15917,931,373,19,6188,610,9356,145
Turkey,2023-02-04,16153,236,376,3,6253,65,9524,143
Turkey,2023-02-05,17026,873,384,8,6629,376,10013,308
Turkey,2023-02-06,17944,918,394,10,6673,44,10877,140
Turkey,2023-02-07,17947,3,394,0,6673,0,10880,90
Turkey,2023-02-08,18499,552,403,9,6801,128,11295,59
Turkey,2023-02-09,19241,742,430,27,7353,552,11458,484
Turkey,2023-02-10,19966,725,451,21,7807,454,11708,76
Turkey,2023-02-11,20613,647,454,3,8311,504,11848,27
Turkey,2023-02-12,21310,697,478,24,8488,177,12344,174
Turkey,2023-02-13,22023,713,486,8,8881,393,12656,483
Turkey,2023-02-14,22408,385,492,6,8926,45,12990,172
